Lipat_Travel_Mattress                                        ; Kasur lipat yang nyaman, sangat praktis, simple, dan mudah dibawa bepergian, dengan kemasan dalam tas yang memudahkan penyimpanan.                                                                                                                                                                          ; Kasur lipat yang nyaman, sangat praktis, simple, dan mudah dibawa bepergian, dengan kemasan dalam tas yang memudahkan penyimpanan.
INTHEBOX_Flip_Z_90x200                                       ; <div class='pdp-description'>90 x 200 x 12 cm<br>Single Size</div>                                                                                                                                                                                                                                          ; <div class='pdp-description'>90 x 200 x 12 cm<br>Single Size</div>
INTHEBOX_Flip_Z_100x200                                      ; <div class='pdp-description'>100 x 200 x 12 cm<br>Super Single Size</div>                                                                                                                                                                                                                                   ; <div class='pdp-description'>100 x 200 x 12 cm<br>Super Single Size</div>
INTHEBOX_Flip_Z_120x200                                      ; <div class='pdp-description'>120 x 200 x 12 cm<br>Full Size</div>                                                                                                                                                                                                                                           ; <div class='pdp-description'>120 x 200 x 12 cm<br>Full Size</div>
INTHEBOX_Flip_Z_140x200                                      ; <div class='pdp-description'>140 x 200 x 12 cm<br>Custom Size</div>                                                                                                                                                                                                                                         ; <div class='pdp-description'>140 x 200 x 12 cm<br>Custom Size</div>
INTHEBOX_Flip_Z_160x200                                      ; <div class='pdp-description'>160 x 200 x 12 cm<br>Queen Size</div>                                                                                                                                                                                                                                          ; <div class='pdp-description'>160 x 200 x 12 cm<br>Queen Size</div>
INTHEBOX_Flip_Z_180x200                                      ; <div class='pdp-description'>180 x 200 x 12 cm<br>King Size</div>                                                                                                                                                                                                                                           ; <div class='pdp-description'>180 x 200 x 12 cm<br>King Size</div>
INTHEBOX_Flip_Z_200x200                                      ; <div class='pdp-description'>200 x 200 x 12 cm<br>Super King Size</div>                                                                                                                                                                                                                                     ; <div class='pdp-description'>200 x 200 x 12 cm<br>Super King Size</div>
INTHEBOX_X_90x200                                            ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                   ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_100x200                                           ; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_120x200                                           ; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_140x200                                           ; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_160x200                                           ; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_180x200                                           ; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_X_200x200                                           ; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Alpha_90x200                                        ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 90 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div> ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 90 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_100x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 100 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 100 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_120x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 120 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 120 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_140x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 140 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 140 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_160x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 160 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 160 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_180x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 180 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 180 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Alpha_200x200                                       ; <div class='pdp-description'>Kasur INTHEBOX Alpha size 200 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>; <div class='pdp-description'>Kasur INTHEBOX Alpha size 200 x 200<br><br>Kasur INTHEBOX Alpha ialah kasur spring bed, yang menggunakan per bonnell. Selain itu, busa premium dengan kepadatan tinggi yang dilapisi kain supersoft menambah kenyamanan tidur anda dan cocok untuk digunakan sehari-hari.</div>
INTHEBOX_Pro_90x200                                          ; <div class='pdp-description'>90 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                   ; <div class='pdp-description'>90 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_100x200                                         ; <div class='pdp-description'>100 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>100 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_120x200                                         ; <div class='pdp-description'>120 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>120 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_140x200                                         ; <div class='pdp-description'>140 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>140 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_160x200                                         ; <div class='pdp-description'>160 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>160 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_180x200                                         ; <div class='pdp-description'>180 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>180 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Pro_200x200                                         ; <div class='pdp-description'>200 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>                                                  ; <div class='pdp-description'>200 x 200 x 24 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur. Dilengkapi material premium dan desain elegan dari Raffi Ahmad.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_90x200           ; <div class='pdp-description'>90 x 200 x 23 cm<br>Single Size</div>                                                                                                                                                                                                                                          ; <div class='pdp-description'>90 x 200 x 23 cm<br>Single Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_100x200          ; <div class='pdp-description'>100 x 200 x 23 cm<br>Super Single Size</div>                                                                                                                                                                                                                                   ; <div class='pdp-description'>100 x 200 x 23 cm<br>Super Single Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_120x200          ; <div class='pdp-description'>120 x 200 x 23 cm<br>Full Size</div>                                                                                                                                                                                                                                           ; <div class='pdp-description'>120 x 200 x 23 cm<br>Full Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_140x200          ; <div class='pdp-description'>140 x 200 x 23 cm<br>Custom Size</div>                                                                                                                                                                                                                                         ; <div class='pdp-description'>140 x 200 x 23 cm<br>Custom Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_160x200          ; <div class='pdp-description'>160 x 200 x 23 cm<br>Queen Size</div>                                                                                                                                                                                                                                          ; <div class='pdp-description'>160 x 200 x 23 cm<br>Queen Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_180x200          ; <div class='pdp-description'>180 x 200 x 23 cm<br>King Size</div>                                                                                                                                                                                                                                           ; <div class='pdp-description'>180 x 200 x 23 cm<br>King Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_200x200          ; <div class='pdp-description'>200 x 200 x 23 cm<br>Super King Size</div>                                                                                                                                                                                                                                     ; <div class='pdp-description'>200 x 200 x 23 cm<br>Super King Size</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_90x200 ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                   ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_100x200; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_120x200; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_140x200; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_160x200; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_180x200; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Space_Jam_A_New_Legancy_Collection_Plush_Top_200x200; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>                                                                                                                  ; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Kasur dengan tambahan plush top atau lapisan tambahan di bagian atas kasur, yang menambah keempukan dan kenyamanan pada kasur.</div>
INTHEBOX_Dash_90x200                                         ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri.</div>                                                                                                                                               ; <div class='pdp-description'>90 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri.</div>
INTHEBOX_Dash_100x200                                        ; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur Super Single Size</div>                                                                                                                                                                                                   ; <div class='pdp-description'>100 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur Super Single Size</div>
INTHEBOX_Dash_120x200                                        ; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur sendiri.</div>                                                                                                                                                                          ; <div class='pdp-description'>120 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur sendiri.</div>
INTHEBOX_Dash_140x200                                        ; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur INTHEBOX DASH dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>                                                                                                                                                                       ; <div class='pdp-description'>140 x 200 x 27 cm<br><br>Kasur INTHEBOX DASH dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>
INTHEBOX_Dash_160x200                                        ; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur sendiri.</div>                                                                                                                                                                          ; <div class='pdp-description'>160 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 2. Cocok digunakan untuk tidur sendiri.</div>
INTHEBOX_Dash_180x200                                        ; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 1.</div>                                                                                                                                                                                                               ; <div class='pdp-description'>180 x 200 x 27 cm<br><br>Dikenal dengan ukuran kasur no 1.</div>
INTHEBOX_Dash_200x200                                        ; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Dikenal dengan Super King Size</div>                                                                                                                                                                                                                  ; <div class='pdp-description'>200 x 200 x 27 cm<br><br>Dikenal dengan Super King Size</div>
INTHEBOX_101_90x200                                          ; <div class='pdp-description'>90 x 200 x 24 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern.</div>                                                                          ; <div class='pdp-description'>90 x 200 x 24 cm<br><br>Dikenal dengan ukuran kasur no 4 (ukuran kasur paling kecil). Cocok digunakan untuk tidur sendiri. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern.</div>
INTHEBOX_101_100x200                                         ; <div class='pdp-description'>100 x 200 x 24 cm<br><br>Cocok digunakan untuk tidur sendiri dengan lebih luas karena 10 cm lebih lebar dari ukuran single. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern</div>                                                                          ; <div class='pdp-description'>100 x 200 x 24 cm<br><br>Cocok digunakan untuk tidur sendiri dengan lebih luas karena 10 cm lebih lebar dari ukuran single. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern</div>
INTHEBOX_101_120x200                                         ; <div class='pdp-description'>120 x 200 x 24 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern.</div>                                                                                                                         ; <div class='pdp-description'>120 x 200 x 24 cm<br><br>Dikenal dengan ukuran kasur no 3 atau double size. Memiliki tampilan waterfall, terlihat lebih fresh, dan lebih modern.</div>
INTHEBOX_101_140x200                                         ; <div class='pdp-description'>140 x 200 x 24 cm<br><br>Kasur INTHEBOX 101 dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>                                                                                                                                                                        ; <div class='pdp-description'>140 x 200 x 24 cm<br><br>Kasur INTHEBOX 101 dengan ukuran yang disesuaikan dengan kebutuhan anda.</div>
